loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
5000,5000,5000,36 months,RENT,Mar-2011
12500,12500,12500,36 months,RENT,Mar-2011
18000,18000,18000,60 months,MORTGAGE,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
10000,10000,9950,60 months,RENT,Apr-2011
16000,16000,16000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
9000,9000,9000,36 months,OWN,Mar-2011
14000,14000,14000,36 months,OWN,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,RENT,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
25000,25000,25000,60 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
8000,8000,7950,36 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
15000,15000,14750,36 months,RENT,Mar-2011
5000,5000,4975,36 months,MORTGAGE,Mar-2011
17000,17000,17000,60 months,RENT,Mar-2011
3500,3500,3475,36 months,RENT,Apr-2011
25000,25000,24750,36 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
13000,13000,12765.003954982965,60 months,RENT,Mar-2011
8000,8000,7950,36 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,MORTGAGE,Mar-2011
9800,9800,9800,36 months,MORTGAGE,Apr-2011
34800,34800,34800,36 months,RENT,Mar-2011
35000,35000,34266.229686266655,36 months,MORTGAGE,Mar-2011
3200,3200,3200,36 months,RENT,Apr-2011
7000,7000,7000,36 months,RENT,Mar-2011
16800,16800,16800,36 months,RENT,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
14600,14600,14550,60 months,MORTGAGE,Mar-2011
32525,32525,32525,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,RENT,Apr-2011
7200,7200,7200,36 months,MORTGAGE,Mar-2011
12000,12000,11725,36 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
6000,6000,6000,60 months,MORTGAGE,Apr-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
25000,25000,25000,60 months,RENT,Mar-2011
7000,7000,6750,36 months,RENT,Mar-2011
4950,4950,4950,60 months,OWN,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
15000,15000,15000,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
18000,18000,17975,60 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
14700,14700,14650,36 months,MORTGAGE,Mar-2011
16000,16000,16000,60 months,MORTGAGE,Mar-2011
12000,12000,11750,36 months,MORTGAGE,Mar-2011
10000,10000,9971.266695609147,36 months,MORTGAGE,Mar-2011
8000,8000,7750,36 months,RENT,Mar-2011
5800,5800,5800,36 months,RENT,Mar-2011
15200,15200,15200,60 months,RENT,Mar-2011
5450,5450,5450,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,OWN,Mar-2011
4800,4800,4800,36 months,RENT,Mar-2011
5000,5000,4950,36 months,MORTGAGE,Mar-2011
4750,4750,4750,36 months,OWN,Mar-2011
9000,9000,9000,60 months,RENT,Mar-2011
25000,25000,24750,36 months,MORTGAGE,Mar-2011
7000,7000,7000,60 months,MORTGAGE,Mar-2011
10200,10200,10200,60 months,RENT,Mar-2011
3500,3500,3500,36 months,RENT,Mar-2011
9000,9000,8997.45896826761,36 months,MORTGAGE,Mar-2011
16000,16000,16000,36 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
11000,11000,10750,36 months,RENT,Mar-2011
21000,21000,20950,60 months,MORTGAGE,Apr-2011
16000,16000,16000,60 months,RENT,Mar-2011
24000,24000,20175.971679760702,60 months,MORTGAGE,Mar-2011
4800,4800,4800,36 months,MORTGAGE,Mar-2011
12000,12000,11750,36 months,RENT,Mar-2011
12000,12000,400,36 months,OWN,Mar-2011
12700,12700,12700,36 months,MORTGAGE,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
25000,25000,25000,60 months,MORTGAGE,Mar-2011
10800,10800,10800,36 months,MORTGAGE,Mar-2011
16000,16000,16000,60 months,RENT,Mar-2011
14125,14125,13173.508959224441,60 months,RENT,Mar-2011
33000,33000,33000,60 months,MORTGAGE,Mar-2011
2800,2800,2550,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
17600,17600,17600,60 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,RENT,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
21000,21000,20999.096352811415,60 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Apr-2011
4500,4500,4500,36 months,MORTGAGE,Mar-2011
2400,2400,2400,36 months,RENT,Mar-2011
12000,12000,11750,36 months,MORTGAGE,Mar-2011
6500,6500,6475,36 months,RENT,Mar-2011
14000,14000,14000,60 months,RENT,Mar-2011
6600,6600,6600,36 months,RENT,Mar-2011
14000,14000,14000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,MORTGAGE,Mar-2011
7000,7000,7000,36 months,MORTGAGE,Mar-2011
18000,18000,18000,36 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
6600,6600,6600,36 months,RENT,Mar-2011
13075,13075,13075,36 months,MORTGAGE,Mar-2011
20000,20000,18982.042598119823,60 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
14000,14000,13847.643645778931,60 months,RENT,Mar-2011
5500,5500,5500,36 months,OWN,Mar-2011
12500,12500,12500,36 months,RENT,Mar-2011
4500,4500,4500,36 months,RENT,Mar-2011
7500,7500,7500,36 months,RENT,Mar-2011
25000,25000,25000,60 months,MORTGAGE,Mar-2011
14700,14700,14700,36 months,MORTGAGE,Mar-2011
30000,30000,29750,36 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Apr-2011
12000,12000,11950,60 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
35000,35000,34975,60 months,RENT,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,RENT,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
18500,18500,18500,60 months,MORTGAGE,Mar-2011
30000,30000,29975,60 months,RENT,Apr-2011
17075,17075,17075,60 months,MORTGAGE,Mar-2011
16000,16000,15905.792992248751,36 months,RENT,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,OWN,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
35000,35000,34950,60 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,RENT,Mar-2011
30000,30000,25902.01559538217,60 months,MORTGAGE,Mar-2011
35000,35000,34750,36 months,RENT,Mar-2011
3500,3500,3500,36 months,MORTGAGE,Mar-2011
16000,16000,16000,36 months,RENT,Mar-2011
13200,13200,13125,36 months,RENT,Apr-2011
30000,30000,30000,60 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
4500,4500,4500,36 months,RENT,Mar-2011
20000,20000,19950,60 months,OWN,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
8400,8400,8400,60 months,RENT,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
9600,9600,9600,60 months,RENT,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
10400,10400,10150,36 months,RENT,Mar-2011
2500,2500,2500,36 months,RENT,Mar-2011
3625,3625,3600,36 months,OWN,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
18000,18000,18000,60 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,OWN,Mar-2011
35000,35000,35000,60 months,MORTGAGE,Mar-2011
30000,30000,25955.742289638742,60 months,RENT,Mar-2011
12300,12300,12300,60 months,MORTGAGE,Mar-2011
8000,8000,7750,36 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
2300,2300,2275,60 months,RENT,Mar-2011
3500,3500,3500,36 months,RENT,Mar-2011
4200,4200,4200,36 months,OWN,Mar-2011
3500,3500,3500,36 months,RENT,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
12000,12000,12000,60 months,RENT,Mar-2011
11000,11000,10975,60 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
1375,1375,1375,36 months,MORTGAGE,Mar-2011
4000,4000,3950,36 months,RENT,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
5400,5400,5400,36 months,RENT,Mar-2011
1675,1675,1675,60 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,RENT,Mar-2011
12500,12500,12500,36 months,MORTGAGE,Mar-2011
16000,16000,15975,36 months,RENT,Mar-2011
14000,14000,13950,36 months,RENT,Mar-2011
35000,35000,35000,60 months,RENT,Mar-2011
9600,9600,9575,36 months,RENT,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,MORTGAGE,Mar-2011
20000,20000,19810.719635226531,60 months,MORTGAGE,Mar-2011
9600,9600,9550,60 months,MORTGAGE,Apr-2011
3500,3500,3500,60 months,MORTGAGE,Apr-2011
6400,6400,6400,60 months,OWN,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
20050,20050,20050,60 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,OWN,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
18000,18000,18000,36 months,RENT,Mar-2011
4500,4500,4500,36 months,RENT,Mar-2011
7350,7350,7350,60 months,MORTGAGE,Mar-2011
12000,12000,11950,36 months,MORTGAGE,Mar-2011
19000,19000,18975,60 months,MORTGAGE,Mar-2011
2250,2250,2225,36 months,RENT,Mar-2011
19000,19000,18950,60 months,MORTGAGE,Mar-2011
20000,20000,19892.284171601359,60 months,OWN,Mar-2011
16000,16000,16000,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
35000,35000,33163.937433055558,36 months,MORTGAGE,Mar-2011
20000,20000,19854.957720666667,60 months,MORTGAGE,Mar-2011
25000,25000,21250.171113637578,60 months,MORTGAGE,Mar-2011
9000,9000,9000,60 months,RENT,Apr-2011
2000,2000,1750,36 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
8000,8000,7975,36 months,MORTGAGE,Mar-2011
6700,6700,6625,36 months,MORTGAGE,Mar-2011
7000,7000,7000,36 months,MORTGAGE,Mar-2011
25000,25000,9949.995248329757,60 months,RENT,Mar-2011
8400,8400,8350,60 months,RENT,Mar-2011
3600,3600,3600,36 months,MORTGAGE,Mar-2011
13000,13000,12975,60 months,RENT,Mar-2011
22000,22000,22000,36 months,RENT,Mar-2011
3500,3500,3500,36 months,MORTGAGE,Mar-2011
18550,18550,8550,60 months,MORTGAGE,Mar-2011
15000,15000,15000,60 months,MORTGAGE,Mar-2011
7000,7000,7000,36 months,MORTGAGE,Mar-2011
8400,8400,8400,60 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
3000,3000,3000,60 months,RENT,Mar-2011
2000,2000,2000,60 months,RENT,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
3600,3600,3600,36 months,RENT,Mar-2011
4500,4500,4500,36 months,OWN,Mar-2011
17600,17600,17323.829271996825,60 months,RENT,Mar-2011
5000,5000,5000,60 months,MORTGAGE,Mar-2011
7500,7500,7500,36 months,RENT,Mar-2011
4000,4000,3925,36 months,MORTGAGE,Mar-2011
2500,2500,2500,36 months,RENT,Apr-2011
35000,35000,12550,60 months,MORTGAGE,Mar-2011
2000,2000,2000,60 months,RENT,Mar-2011
10000,10000,9772.431937270707,36 months,RENT,Mar-2011
7000,7000,6975,36 months,RENT,Mar-2011
5000,5000,5000,60 months,MORTGAGE,Mar-2011
25000,25000,6100.000502299389,60 months,OWN,Mar-2011
3000,3000,3000,36 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
20000,20000,4575.003439576625,60 months,RENT,Mar-2011
19000,19000,18950,36 months,MORTGAGE,Apr-2011
6600,6600,6525,36 months,RENT,Mar-2011
3000,3000,3000,36 months,OWN,Mar-2011
4800,4800,4775,60 months,RENT,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
9600,9600,9600,36 months,RENT,Mar-2011
2525,2525,2525,36 months,RENT,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
20000,20000,18660.355437076437,60 months,RENT,Mar-2011
11500,11500,11500,60 months,RENT,Mar-2011
14500,14500,13813.308777574746,60 months,RENT,Mar-2011
6000,6000,5850,36 months,RENT,Mar-2011
26000,26000,23262.038151601389,60 months,MORTGAGE,Mar-2011
21600,21600,21600,36 months,MORTGAGE,Mar-2011
17000,17000,16788.753434580565,60 months,RENT,Mar-2011
23325,23325,21944.526841223835,60 months,MORTGAGE,Mar-2011
4900,4900,4900,36 months,OWN,Mar-2011
7500,7500,7475,36 months,RENT,Mar-2011
12000,12000,11840.342114670063,60 months,MORTGAGE,Mar-2011
9000,9000,9000,60 months,OWN,Mar-2011
35000,35000,34636.059943831784,36 months,MORTGAGE,Mar-2011
16000,16000,15206.121202616925,60 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,MORTGAGE,Mar-2011
8000,8000,7975,36 months,OWN,Mar-2011
9800,9800,9497.500722312394,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Apr-2011
2400,2400,2400,36 months,MORTGAGE,Mar-2011
6000,6000,6000,60 months,MORTGAGE,Mar-2011
10000,10000,9975,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,OWN,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
12000,12000,11769.374610050247,36 months,MORTGAGE,Mar-2011
4000,4000,3750,36 months,RENT,Mar-2011
24000,24000,23452.007628689131,60 months,MORTGAGE,Mar-2011
16700,16700,16700,36 months,MORTGAGE,Mar-2011
20000,20000,19656.837444507127,60 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,RENT,Mar-2011
5500,5500,5500,36 months,OWN,Mar-2011
7000,7000,6950,36 months,MORTGAGE,Apr-2011
35000,35000,12425.00557657237,60 months,MORTGAGE,Mar-2011
15000,15000,14903.915108002509,60 months,MORTGAGE,Mar-2011
18000,18000,18000,36 months,MORTGAGE,Mar-2011
14400,14400,14250,36 months,RENT,Mar-2011
18000,18000,17889.724077775739,60 months,RENT,Mar-2011
16500,16500,16436.101446368197,60 months,MORTGAGE,Mar-2011
9000,9000,9000,60 months,RENT,Mar-2011
24000,24000,23722.592078981496,36 months,RENT,Mar-2011
12000,12000,11975,60 months,RENT,Mar-2011
9600,9600,9600,60 months,RENT,Mar-2011
4600,4600,4600,36 months,MORTGAGE,Mar-2011
7000,7000,7000,60 months,RENT,Mar-2011
5000,5000,5000,60 months,MORTGAGE,Mar-2011
2500,2500,2500,60 months,MORTGAGE,Mar-2011
25000,25000,14775,60 months,MORTGAGE,Mar-2011
6000,6000,5975,36 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
22750,22750,22612.207262355145,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
12000,12000,11542.784482590526,36 months,RENT,Mar-2011
3075,3075,3075,36 months,RENT,Mar-2011
20000,20000,19777.372447329722,60 months,RENT,Mar-2011
24000,24000,24000,60 months,MORTGAGE,Mar-2011
35000,35000,32728.743746355101,36 months,RENT,Mar-2011
5950,5950,5700,36 months,RENT,Mar-2011
8000,8000,7750,36 months,RENT,Mar-2011
8000,8000,7975,60 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,MORTGAGE,Mar-2011
2100,2100,2100,36 months,MORTGAGE,Mar-2011
4800,4800,4725,36 months,MORTGAGE,Mar-2011
18000,18000,17925,60 months,MORTGAGE,Mar-2011
3600,3600,3600,36 months,RENT,Mar-2011
5500,5500,5500,36 months,RENT,Mar-2011
10000,10000,9921.130441794711,36 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
9750,9750,9750,60 months,OWN,Mar-2011
6800,6800,4442.05,60 months,MORTGAGE,Mar-2011
4000,4000,3975,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,MORTGAGE,Mar-2011
18275,18275,18225,60 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,RENT,Mar-2011
8000,8000,7880.59,36 months,RENT,Mar-2011
3000,3000,2509.17,36 months,RENT,Mar-2011
7925,7925,7925,60 months,MORTGAGE,Mar-2011
24000,24000,24000,60 months,OWN,Mar-2011
6600,6600,6600,36 months,RENT,Mar-2011
10000,10000,9601.186474826855,36 months,RENT,Mar-2011
5000,5000,4529.62,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
4000,4000,4000,60 months,RENT,Mar-2011
9050,9050,8750,36 months,RENT,Mar-2011
8500,8500,8500,36 months,RENT,Mar-2011
12000,12000,11975,36 months,MORTGAGE,Mar-2011
12750,12750,12725,36 months,MORTGAGE,Mar-2011
6000,6000,5950,36 months,MORTGAGE,Mar-2011
20000,20000,19403.287009465036,36 months,RENT,Mar-2011
5550,5550,5500,36 months,MORTGAGE,Mar-2011
7000,7000,7000,36 months,RENT,Mar-2011
14400,14400,14400,36 months,MORTGAGE,Mar-2011
24000,24000,23818.444082393386,60 months,MORTGAGE,Mar-2011
8000,8000,7975,60 months,RENT,Mar-2011
1000,1000,1000,36 months,OWN,Mar-2011
25000,25000,25000,36 months,MORTGAGE,Mar-2011
35000,35000,34975,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
14500,14500,14500,60 months,RENT,Mar-2011
30000,30000,28934.973624370943,60 months,MORTGAGE,Mar-2011
6000,6000,5800,36 months,MORTGAGE,Mar-2011
11000,11000,11000,60 months,OWN,Mar-2011
5100,5100,5100,60 months,RENT,Mar-2011
9500,9500,9450,36 months,MORTGAGE,Mar-2011
20400,20400,20325,36 months,MORTGAGE,Mar-2011
12600,12600,12600,36 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
15800,15800,14375.242445763267,60 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
5200,5200,5200,36 months,RENT,Mar-2011
11500,11500,11500,36 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
5600,5600,5600,36 months,RENT,Mar-2011
4800,4800,4800,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
8000,8000,7950,60 months,RENT,Mar-2011
25000,25000,24787.760851251116,60 months,MORTGAGE,Mar-2011
20000,20000,19912.901303675077,60 months,MORTGAGE,Mar-2011
10200,10200,10200,36 months,RENT,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
8000,8000,7970.642832956259,36 months,RENT,Mar-2011
13500,13500,13500,36 months,RENT,Mar-2011
17600,17600,17475,60 months,MORTGAGE,Apr-2011
9125,9125,9125,60 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
12375,12375,11816.267115998987,36 months,MORTGAGE,Mar-2011
12000,12000,11750,36 months,MORTGAGE,Mar-2011
6000,6000,5750,36 months,RENT,Mar-2011
9900,9900,9825,60 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
22000,22000,21900,60 months,RENT,Mar-2011
2500,2500,2475,60 months,OWN,Mar-2011
5825,5825,5825,36 months,OWN,Mar-2011
18000,18000,17950,60 months,MORTGAGE,Mar-2011
16450,16450,16425,36 months,RENT,Mar-2011
2500,2500,2500,60 months,RENT,Mar-2011
6000,6000,6000,60 months,MORTGAGE,Mar-2011
15350,15350,15350,60 months,MORTGAGE,Mar-2011
2400,2400,2400,36 months,RENT,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
25000,25000,25000,36 months,MORTGAGE,Mar-2011
5500,5500,5500,36 months,RENT,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
16000,16000,15750,36 months,RENT,Mar-2011
2500,2500,2500,36 months,RENT,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
18000,18000,18000,60 months,MORTGAGE,Mar-2011
13000,13000,12725,36 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,MORTGAGE,Mar-2011
8500,8500,8475,60 months,MORTGAGE,Mar-2011
18000,18000,17750,36 months,RENT,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
15000,15000,14900,60 months,MORTGAGE,Mar-2011
2800,2800,2800,36 months,RENT,Mar-2011
10400,10400,10400,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
5400,5400,5400,36 months,RENT,Mar-2011
7500,7500,7500,60 months,MORTGAGE,Mar-2011
4100,4100,4100,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
16450,16450,16400,60 months,MORTGAGE,Mar-2011
14500,14500,14450,36 months,MORTGAGE,Mar-2011
35000,35000,32689.265431805503,60 months,RENT,Mar-2011
7000,7000,7000,36 months,MORTGAGE,Mar-2011
10000,10000,9950,60 months,RENT,Mar-2011
9600,9600,9600,36 months,RENT,Mar-2011
8000,8000,8000,36 months,OWN,Mar-2011
12900,12900,12875,60 months,MORTGAGE,Mar-2011
20000,20000,19950,60 months,MORTGAGE,Mar-2011
20000,20000,19993.830928956928,60 months,RENT,Mar-2011
18000,18000,15118.77,60 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,OWN,Mar-2011
35000,35000,34092.59356484949,60 months,RENT,Mar-2011
3600,3600,3600,36 months,RENT,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
6000,6000,6000,60 months,MORTGAGE,Mar-2011
33250,33250,32928.877731255487,36 months,MORTGAGE,Mar-2011
15000,15000,14975,36 months,MORTGAGE,Mar-2011
10800,10800,10750,60 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
16525,16525,16525,36 months,RENT,Mar-2011
20000,20000,19975,60 months,MORTGAGE,Mar-2011
4700,4700,4700,36 months,MORTGAGE,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
3500,3500,3500,36 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
1825,1825,1825,36 months,RENT,Mar-2011
3950,3950,3925,36 months,RENT,Mar-2011
7000,7000,7000,60 months,RENT,Mar-2011
7200,7200,7125,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
15000,15000,15000,60 months,RENT,Mar-2011
20000,20000,20000,60 months,RENT,Mar-2011
4800,4800,4800,60 months,RENT,Mar-2011
2500,2500,2500,36 months,MORTGAGE,Mar-2011
14400,14400,14350,36 months,RENT,Mar-2011
10000,10000,10000,60 months,MORTGAGE,Mar-2011
11700,11700,11675,36 months,MORTGAGE,Mar-2011
6400,6400,6400,36 months,OWN,Mar-2011
35000,35000,13525,60 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,MORTGAGE,Mar-2011
10800,10800,10750,60 months,RENT,Mar-2011
14600,14600,14575,60 months,MORTGAGE,Mar-2011
15000,15000,14978.337072995065,36 months,RENT,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
10000,10000,9975,60 months,RENT,Mar-2011
12000,12000,12000,60 months,RENT,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
18000,18000,17975,60 months,MORTGAGE,Mar-2011
10000,10000,9975,36 months,RENT,Mar-2011
15250,15250,15250,60 months,RENT,Mar-2011
25000,25000,24703.337105323569,36 months,RENT,Mar-2011
14400,14400,14400,60 months,MORTGAGE,Mar-2011
4800,4800,4800,36 months,MORTGAGE,Mar-2011
3625,3625,3625,36 months,MORTGAGE,Mar-2011
16000,16000,15950,60 months,RENT,Mar-2011
9000,9000,9000,60 months,RENT,Mar-2011
22000,22000,19000,60 months,RENT,Mar-2011
12500,12500,12425,36 months,RENT,Mar-2011
3600,3600,3600,60 months,RENT,Mar-2011
4000,4000,4000,60 months,OWN,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
15250,15250,15250,60 months,MORTGAGE,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
24000,24000,23975,60 months,MORTGAGE,Mar-2011
10000,10000,9975,36 months,RENT,Mar-2011
10000,10000,9725,36 months,MORTGAGE,Mar-2011
14000,14000,14000,36 months,RENT,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
3000,3000,3000,60 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
15000,15000,14975,60 months,OWN,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
9600,9600,9600,36 months,MORTGAGE,Mar-2011
20000,20000,19975,36 months,MORTGAGE,Mar-2011
25000,25000,24975,60 months,MORTGAGE,Mar-2011
16000,16000,15975,60 months,MORTGAGE,Mar-2011
13650,13650,13650,60 months,MORTGAGE,Mar-2011
7200,7200,7200,36 months,RENT,Mar-2011
14000,14000,13700,36 months,MORTGAGE,Mar-2011
25000,25000,24925,36 months,RENT,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
5375,5375,5375,36 months,OWN,Mar-2011
30000,30000,29750.383222084536,60 months,OWN,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
16950,16950,16903.337081577828,36 months,MORTGAGE,Mar-2011
16800,16800,16800,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
35000,35000,35000,36 months,MORTGAGE,Mar-2011
12000,12000,11975,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
9000,9000,8998.810891840097,60 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
6300,6300,6300,36 months,MORTGAGE,Mar-2011
30000,30000,28478.507380535473,60 months,MORTGAGE,Mar-2011
9600,9600,9251.368806678535,36 months,RENT,Mar-2011
9000,9000,9000,60 months,OWN,Mar-2011
9600,9600,9600,36 months,MORTGAGE,Mar-2011
